Sports_360P-02c3,  mpc,  0.9,  118875 
Sports_360P-0c66,  mpc,  0.9,  156918 
Sports_360P-0dda,  mpc,  0.9,  169252 
Sports_360P-11b7,  mpc,  0.9,  59013 
Sports_360P-12ee,  mpc,  0.9,  212853 
Sports_360P-1803,  mpc,  0.9,  1490 
Sports_360P-1a23,  mpc,  0.9,  110919 
Sports_360P-1d5c,  mpc,  0.9,  115828 
Sports_360P-2725,  mpc,  0.9,  89799 
Sports_360P-27b0,  mpc,  0.9,  141569 
Sports_360P-2ace,  mpc,  0.9,  150898 
Sports_360P-2e48,  mpc,  0.9,  47021 
Sports_360P-301d,  mpc,  0.9,  181083 
Sports_360P-32d3,  mpc,  0.9,  145600 
Sports_360P-35e1,  mpc,  0.9,  178679 
Sports_360P-3960,  mpc,  0.9,  69860 
Sports_360P-3e68,  mpc,  0.9,  55719 
Sports_360P-4545,  mpc,  0.9,  93606 
Sports_360P-46c6,  mpc,  0.9,  38145 
Sports_360P-4802,  mpc,  0.9,  113931 
Sports_360P-4ad7,  mpc,  0.9,  112095 
Sports_360P-50fd,  mpc,  0.9,  174638 
Sports_360P-5252,  mpc,  0.9,  107842 
Sports_360P-5ded,  mpc,  0.9,  141462 
Sports_360P-61f6,  mpc,  0.9,  172513 
Sports_360P-65f3,  mpc,  0.9,  80781 
Sports_360P-6b4f,  mpc,  0.9,  193830 
Sports_360P-6c6f,  mpc,  0.9,  123015 
Sports_360P-6cfd,  mpc,  0.9,  169301 
Sports_360P-6f62,  mpc,  0.9,  106375 
Sports_360P-7f50,  mpc,  0.9,  151155 
